2.831590176889881363e-03,2.173497638806700938e-01,2.656472778237672361e-01,-2.006414408991912812e-01,3.887175341416582164e-03,-2.581876729211270427e-01,4.436562134751245723e-02,-1.240024798879983681e-01,-8.044817814603148765e-02,5.729510697782226325e-01,2.917960184533622062e-02,-1.254623744470775570e-01,-3.106683010769777931e-01,-6.232367029831265004e-01,-3.307032973573666990e-01,1.133607903521658411e-01,2.148900570299069543e-02,-2.214760630651254128e-02,2.886000712083043873e-01,7.352607320066557178e-03
-8.429182727584021151e-02,2.051168786546453404e-01,-1.292282322570511947e-02,-5.810162616535616276e-02,-2.053696418747925634e-01,-3.328349758018891991e-01,1.781406945217954285e-01,-3.664746990079290057e-01,1.050373918539327239e-01,-4.765716950946813357e-02,-4.213632997471658537e-02,3.393664883341134253e-01,5.194331514765140184e-02,-9.410437105976020289e-03,1.970613621559893711e-02,-1.234279382964778571e-01,-2.257964858486510018e-01,-5.781323356747359449e-02,-1.063648865725622394e-01,-2.030831914688651096e-01
-8.008530353918862088e-02,-1.635864458465236537e-01,1.966515818509323998e-01,2.428087597516611629e-01,1.987519046865162398e-01,-7.638915999007597213e-01,3.650417641462033735e-01,-5.465974698812507970e-01,-1.869520140617748627e-01,-3.751258930812692571e-01,-4.805957910264696542e-02,2.393931307250755092e-01,-1.796183928396461738e-01,-1.190300814314142544e-02,3.562592081985258563e-01,1.982151590618699277e-01,-3.076264554639661086e-01,1.032167571261344563e-01,-2.220043640648795280e-01,2.737731832639690999e-01
-6.995797198225428559e-02,4.164400004500447006e-01,1.131660604786185673e-02,1.293447768412125769e-02,1.551639205963740165e-01,3.365290683280727779e-02,2.817395620895559727e-01,8.919179071008336013e-02,1.562459266045809203e-01,4.207387341623111121e-01,1.043074177572252542e-01,-8.535934946402123913e-02,3.472785981466948724e-01,-5.230793842329992810e-02,3.644521463797030514e-02,2.092895103055712469e-01,6.904877529738031594e-01,1.196188016191666037e-01,2.090234457618372899e-01,2.643129516708632165e-01
2.013182139305621232e-01,-1.544720234704923256e-01,4.013609941579611151e-01,-5.587866744532254959e-01,-1.004435520571795720e-01,-2.403034747978749774e-01,-1.638871084117051180e-01,3.674474400469482926e-01,-1.326666304944755514e-01,-1.416666942832230380e-01,4.185636096440636250e-02,-1.216879905879874185e-01,-1.974880972790971911e-01,-2.368936004766446501e-01,-6.293282329318627966e-01,7.481816522475302766e-02,2.770956415484959745e-01,1.703031061565968285e-01,-1.806325025571393905e-01,1.769902399399824189e-01
1.821397209581581689e-01,1.185467619622944668e-01,3.606616315121064509e-01,-5.573984958215949526e-02,-8.098310256592533563e-02,-3.081602308900397436e-01,-5.867071142218104052e-02,-1.428080361770504569e-01,3.626703638376307937e-01,1.116061912945668644e-01,-1.408881765630165366e-02,2.402829287448319528e-01,-8.259173907985989382e-02,-2.867077476087379617e-01,1.881193507447606605e-02,1.309493488162568053e-01,-1.465101299241985400e-01,7.559260399479734993e-02,1.519412280145647220e-01,4.083621314061502278e-02
1.297031672251630630e-02,1.538419737663876928e-02,2.440730723529226098e-01,1.294229545370512435e-01,-1.554201102761863518e-01,-5.048390361360435841e-02,9.517514171144589308e-02,1.221728994413682351e-01,-2.278171049561453915e-02,6.421877813733975482e-02,-2.128041096040833580e-01,2.339792702699710070e-01,-1.706793979056298316e-01,-4.008622014560284663e-01,2.597855888913692957e-02,1.523205267718334976e-01,-2.617759411809885695e-01,-1.739038557618784175e-01,-6.633196746982104874e-02,-3.779076857238521381e-01
-2.330919097764554138e-01,1.429350330860305052e-01,2.033522178243623024e-01,2.479695864913320225e-01,1.921686655643869701e-01,-4.995792903901797311e-01,-8.701758975450692157e-02,-5.778259649202277526e-02,1.621589446182655492e-01,-1.306035974974860490e-03,-2.119702576756860302e-01,1.640347907381219383e-01,2.539551276357529530e-01,-5.839138646001335552e-03,-1.961344622704948581e-01,1.070370542586245033e-01,-2.671230777344513752e-01,-1.002828116638708883e-01,1.119947553828028325e-01,-2.085863199594490403e-01
-6.770074264595683788e-02,-1.523222140440572137e-01,-3.042993919861295415e-01,4.763690433629836907e-01,-4.764566812162403936e-02,-1.209957515025110869e-01,1.560740060086794057e-01,3.802795484868538023e-01,1.746019699422781402e-01,-3.986087878552840302e-01,-1.658516450957751021e-01,4.705301821117754274e-02,1.546888964628799212e-01,1.404650483048927867e-01,-1.468726772883562348e-01,1.779439571050519531e-01,3.431089961061447036e-01,4.520158007529465616e-01,6.231257328968607956e-01,3.557603886984137681e-02
6.839664949908616509e-02,-9.788197376724165621e-02,3.620231878552073596e-02,1.308365684785002536e-01,-4.113935268057664768e-02,5.567898569065048153e-02,1.059981816902304946e-02,-2.824102592421243868e-02,-6.205060629610188033e-02,4.496159244104450635e-03,1.512868924476546972e-01,-1.044182234444305801e-01,-1.157554193878603671e-01,3.843454139832920557e-02,4.370396849400315364e-02,6.970873942564305425e-02,-1.015032814234677061e-01,-1.041072785423722558e-01,2.901933094388470247e-02,1.271078080479594308e-01
